,clid,hhid,qb01,qb02,qb03,qb04,qb05,qb06,qb07_1,qb07_2,qb07_3,qb07_4,qb07_5,qb07_6,qb08_1,qb08_2,qb08_3,qb08_4,qb08_5,qb08_6
158,96.0,1.0,105,"Criminal matters (murder,sexua",Yes,Gangs,Proximity/location,"No, they could not help us with the dispute",O,Gangs,0.0,,0.0,0.0,X,Other (Specify),0.0,,0.0,0.0
159,96.0,1.0,108,Disputes over personal propert,Yes,Extended family members (outside the household),Party has community/family respect,"No, they could not help us with the dispute",B,Extended Family Members (Outside The Household),0.0,,0.0,0.0,B,Extended Family Member,0.0,,0.0,0.0
160,96.0,1.0,109,"Domestic violence (sexual, phy",Yes,None,,,,,,,,,,,,,,
161,96.0,1.0,110,Labour (employee/employer disp,Yes,None,,,,,,,,,,,,,,
162,96.0,1.0,111,Traffic matters,Yes,None,,,,,,,,,,,,,,
163,96.0,2.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
164,96.0,3.0,103,Family matters (divorce; pater,Yes,None,,,,,,,,,,,,,,
165,96.0,3.0,110,Labour (employee/employer disp,Yes,None,,,,,,,,,,,,,,
166,96.0,4.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Proximity/location,"No, the matter is still pending",D,Chief/Assistant Chief,0.0,M,Courts,33000.0,D,National Government,0.0,H,Police,20000.0
167,96.0,7.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
168,96.0,8.0,105,"Criminal matters (murder,sexua",Yes,Extended family members (outside the household),Proximity/location,"No, they could not help us with the dispute",B,Extended Family Members (Outside The Household),0.0,L,Police,0.0,B,Extended Family Member,0.0,H,Police,1000.0
169,96.0,9.0,102,"Commercial (unpaid debts, unde",Yes,Traditional leader/elder,Cost,"Yes, and the matter is resolved",G,Traditional Leader/Elder,0.0,P,None,0.0,C,Traditional Leader/Elder,0.0,,0.0,0.0
170,96.0,9.0,103,Family matters (divorce; pater,Yes,Extended family members (outside the household),Tradition,"No, the matter is still pending",B,Extended Family Members (Outside The Household),0.0,P,None,0.0,B,Extended Family Member,0.0,,0.0,0.0
171,96.0,9.0,105,"Criminal matters (murder,sexua",Yes,Courts,Party has the power/authority,"No, the matter is still pending",M,Courts,0.0,L,Police,0.0,I,Courts,200.0,H,Police,1000.0
172,96.0,9.0,110,Labour (employee/employer disp,Yes,Traditional leader/elder,Proximity/location,"Yes, and the matter is resolved",G,Traditional Leader/Elder,0.0,P,None,0.0,C,Traditional Leader/Elder,0.0,,0.0,0.0
173,96.0,9.0,113,Political disagreements/electi,Yes,None,,,,,,,,,,,,,,
174,96.0,9.0,114,Corruption/bribery,Yes,None,,,,,,,,,,,,,,
175,96.0,10.0,101,"Land (squatters, allocation, t",Yes,Friend,Most comfortable with this person,"Yes, and the matter is resolved",N,Friend,0.0,,0.0,0.0,X,Other (Specify),0.0,,0.0,0.0
176,96.0,10.0,103,Family matters (divorce; pater,Yes,Traditional leader/elder,Tradition,"Yes, and the matter is resolved",G,Traditional Leader/Elder,2500.0,,0.0,0.0,C,Traditional Leader/Elder,0.0,,0.0,0.0
177,98.0,1.0,101,"Land (squatters, allocation, t",Yes,Traditional leader/elder,Party has community/family respect,"Yes, and the matter is resolved",E,Other National Government Official,3000.0,,0.0,,,0.0,,,0.0,
178,98.0,5.0,101,"Land (squatters, allocation, t",Yes,Courts,Party has the power/authority,"No, the matter is still pending",M,Courts,10000.0,,0.0,,,0.0,,,0.0,
179,98.0,8.0,101,"Land (squatters, allocation, t",Yes,Courts,Party has the power/authority,"No, the matter is still pending",M,Courts,15000.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
180,98.0,9.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has the power/authority,"Yes, and the matter is resolved",D,Chief/Assistant Chief,1000.0,,0.0,,,0.0,,,0.0,
181,98.0,9.0,111,Traffic matters,Yes,Courts,Party has the power/authority,"Yes, and the matter is resolved",M,Courts,500.0,,0.0,,,0.0,,,0.0,
182,99.0,3.0,103,Family matters (divorce; pater,Yes,Other (specify),Party has technical skill,"Yes, and the matter is resolved",X,Other (Specify),0.0,P,None,0.0,X,Other (Specify),0.0,,0.0,
183,99.0,10.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has the power/authority,"No, the matter is still pending",D,Chief/Assistant Chief,0.0,P,None,0.0,D,National Government,1200.0,,0.0,
184,100.0,6.0,110,Labour (employee/employer disp,Yes,None,,,,,,,,,,,,,,
185,101.0,10.0,103,Family matters (divorce; pater,Yes,Police,Party has the power/authority,"Yes, and the matter is resolved",L,Police,2000.0,,0.0,,,0.0,,,0.0,
186,104.0,6.0,102,"Commercial (unpaid debts, unde",Yes,Other (specify),Party has the power/authority,"No, the matter is still pending",X,Other (Specify),5000.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
187,107.0,2.0,102,"Commercial (unpaid debts, unde",Yes,Directly to the other party,Proximity/location,"Yes, and the matter is resolved",P,None,,,0.0,,X,Other (Specify),,,0.0,
188,107.0,2.0,106,Natural resources (communal gr,Yes,Directly to the other party,Proximity/location,"Yes, and the matter is resolved",P,None,,,0.0,,X,Other (Specify),,,0.0,
189,107.0,2.0,113,Political disagreements/electi,Yes,Directly to the other party,Party has community/family respect,"Yes, and the matter is resolved",P,None,,,0.0,,X,Other (Specify),,,0.0,
190,107.0,4.0,103,Family matters (divorce; pater,Yes,Directly to the other party,Party has community/family respect,"Yes, and the matter is resolved",P,None,,,0.0,,X,Other (Specify),,,0.0,
191,107.0,7.0,103,Family matters (divorce; pater,Yes,Traditional leader/elder,Cost,"Yes, and the matter is resolved",G,Traditional Leader/Elder,200.0,P,None,,X,Other (Specify),,,0.0,
192,111.0,1.0,109,"Domestic violence (sexual, phy",Yes,Chief/ Assistant Chief,Party has the power/authority,"Yes, and the matter is resolved",I,Member Of County Assembly (Mca),0.0,,0.0,,X,Other (Specify),0.0,,0.0,
193,112.0,2.0,105,"Criminal matters (murder,sexua",Yes,Police,Party has the power/authority,"No, they could not help us with the dispute",P,None,,,0.0,,,0.0,,,0.0,
194,112.0,5.0,107,Tenants vs. Landlords,Yes,Chief/ Assistant Chief,Party has the power/authority,"No, they decided not to rule on the matter",P,None,,,0.0,,,0.0,,,0.0,
195,112.0,6.0,105,"Criminal matters (murder,sexua",Yes,Police,Party has the power/authority,"Yes, and the matter is resolved",P,None,,,0.0,0.0,H,Police,1500.0,,0.0,0.0
196,113.0,2.0,103,Family matters (divorce; pater,Yes,Chief/ Assistant Chief,Party has the power/authority,"No, the matter is still pending",D,Chief/Assistant Chief,2000.0,E,Other National Government Official,0.0,D,National Government,0.0,E,County Government,0.0
197,114.0,5.0,101,"Land (squatters, allocation, t",Yes,County government official,Party has the power/authority,"Yes, and the matter is resolved",F,County Government Official,40000.0,P,None,0.0,E,County Government,0.0,X,Other (Specify),0.0
198,114.0,8.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has technical skill,"No, they could not help us with the dispute",D,Chief/Assistant Chief,1500.0,P,None,0.0,D,National Government,0.0,X,Other (Specify),0.0
199,115.0,5.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has the power/authority,"Yes, and the matter is resolved",D,Chief/Assistant Chief,0.0,P,None,,,0.0,,,0.0,
200,118.0,5.0,101,"Land (squatters, allocation, t",Yes,National government official,Cost,"Yes, and the matter is resolved",K,Lawyer,50000.0,,0.0,,,0.0,0.0,,0.0,0.0
201,120.0,2.0,108,Disputes over personal propert,Yes,Traditional leader/elder,Most comfortable with this person,"No, they could not help us with the dispute",P,None,0.0,,0.0,0.0,X,Other (Specify),0.0,,0.0,0.0
202,120.0,3.0,105,"Criminal matters (murder,sexua",Yes,Extended family members (outside the household),Party has the power/authority,"No, the matter is still pending",P,None,,,0.0,,B,Extended Family Member,600.0,X,Other (Specify),
203,120.0,8.0,105,"Criminal matters (murder,sexua",Yes,Directly to the other party,Party has community/family respect,"No, they could not help us with the dispute",K,Lawyer,40000.0,,0.0,,X,Other (Specify),,,0.0,
204,120.0,9.0,105,"Criminal matters (murder,sexua",Yes,Courts,Party has the power/authority,"Yes, and the matter is resolved",L,Police,5000.0,M,Courts,11000.0,H,Police,5000.0,I,Courts,11000.0
205,122.0,1.0,101,"Land (squatters, allocation, t",Yes,Extended family members (outside the household),Party has community/family respect,"Yes, and the matter is resolved",B,Extended Family Members (Outside The Household),0.0,P,None,,B,Extended Family Member,3000.0,,0.0,
206,122.0,3.0,105,"Criminal matters (murder,sexua",Yes,Chief/ Assistant Chief,Proximity/location,"Yes, and the matter is resolved",D,Chief/Assistant Chief,0.0,P,None,,D,National Government,0.0,,0.0,
207,124.0,1.0,102,"Commercial (unpaid debts, unde",Yes,Directly to the other party,Proximity/location,"Yes, and the matter is resolved",N,Friend,500.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
208,124.0,1.0,104,Succession and inheritance (in,Yes,Chief/ Assistant Chief,Proximity/location,"Yes, and the matter is resolved",D,Chief/Assistant Chief,1000.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
209,124.0,2.0,110,Labour (employee/employer disp,Yes,Directly to the other party,Proximity/location,"No, the matter is still pending",P,None,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
210,124.0,3.0,102,"Commercial (unpaid debts, unde",Yes,Chief/ Assistant Chief,Proximity/location,"Yes, and the matter is resolved",D,Chief/Assistant Chief,500.0,,0.0,,,0.0,0.0,,0.0,
211,124.0,3.0,108,Disputes over personal propert,Yes,Chief/ Assistant Chief,Proximity/location,"Yes, and the matter is resolved",D,Chief/Assistant Chief,500.0,,0.0,,,0.0,0.0,,0.0,
212,124.0,4.0,101,"Land (squatters, allocation, t",Yes,Directly to the other party,Proximity/location,"No, the matter is still pending",D,Chief/Assistant Chief,500.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
213,124.0,5.0,107,Tenants vs. Landlords,Yes,Chief/ Assistant Chief,Proximity/location,"Yes, and the matter is resolved",D,Chief/Assistant Chief,500.0,,0.0,0.0,,0.0,0.0,,0.0,
214,124.0,5.0,112,Religious/Witchcraft offenses,Yes,Religious institution/religious leader,Party has community/family respect,"No, the matter is still pending",C,Religious Institution/Religious Leader,700.0,,0.0,0.0,,0.0,0.0,,0.0,
215,124.0,6.0,102,"Commercial (unpaid debts, unde",Yes,Chief/ Assistant Chief,Proximity/location,"Yes, and the matter is resolved",D,Chief/Assistant Chief,1000.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
216,124.0,6.0,104,Succession and inheritance (in,Yes,Chief/ Assistant Chief,Proximity/location,"Yes, and the matter is resolved",D,Chief/Assistant Chief,1000.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
217,124.0,7.0,105,"Criminal matters (murder,sexua",Yes,Police,Party has technical skill,"No, they could not help us with the dispute",L,Police,2000.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
218,124.0,8.0,102,"Commercial (unpaid debts, unde",Yes,Directly to the other party,Proximity/location,"No, they could not help us with the dispute",A,Directly To The Other Party,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
219,124.0,8.0,107,Tenants vs. Landlords,Yes,Chief/ Assistant Chief,Proximity/location,"No, they could not help us with the dispute",D,Chief/Assistant Chief,800.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
220,124.0,9.0,102,"Commercial (unpaid debts, unde",Yes,Friend,Proximity/location,"No, they could not help us with the dispute",N,Friend,500.0,,0.0,,,0.0,0.0,,0.0,
221,124.0,10.0,102,"Commercial (unpaid debts, unde",Yes,Other (specify),Proximity/location,"No, they could not help us with the dispute",X,Other (Specify),1000.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
222,124.0,10.0,104,Succession and inheritance (in,Yes,Chief/ Assistant Chief,Party has community/family respect,"Yes, and the matter is resolved",D,Chief/Assistant Chief,500.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
223,125.0,1.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Proximity/location,"Yes, and the matter is resolved",D,Chief/Assistant Chief,0.0,P,None,0.0,D,National Government,0.0,X,Other (Specify),0.0
224,125.0,8.0,109,"Domestic violence (sexual, phy",Yes,Traditional leader/elder,Party has community/family respect,"Yes, and the matter is resolved",G,Traditional Leader/Elder,0.0,P,None,0.0,C,Traditional Leader/Elder,0.0,X,Other (Specify),0.0
225,126.0,4.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Cost,"Yes, and the matter is resolved",D,Chief/Assistant Chief,500.0,,0.0,,,0.0,0.0,,0.0,
226,128.0,3.0,103,Family matters (divorce; pater,Yes,Extended family members (outside the household),Party has community/family respect,"Yes, and the matter is resolved",B,Extended Family Members (Outside The Household),0.0,,0.0,0.0,B,Extended Family Member,0.0,,0.0,
227,128.0,6.0,102,"Commercial (unpaid debts, unde",Yes,Police,Party has the power/authority,"No, they could not help us with the dispute",L,Police,0.0,,0.0,,,0.0,,,0.0,
228,128.0,8.0,105,"Criminal matters (murder,sexua",Yes,Police,Party has the power/authority,"No, the matter is still pending",L,Police,0.0,,0.0,,,0.0,,,0.0,
229,129.0,1.0,110,Labour (employee/employer disp,Yes,None,,,,,,,,,,,,,,
230,129.0,2.0,101,"Land (squatters, allocation, t",Yes,Courts,Party has technical skill,"No, the matter is still pending",H,Mp (National Assembly/Senate),0.0,P,None,0.0,I,Courts,0.0,,0.0,
231,129.0,5.0,101,"Land (squatters, allocation, t",Yes,Extended family members (outside the household),Most comfortable with this person,"Yes, and the matter is resolved",B,Extended Family Members (Outside The Household),0.0,N,Friend,0.0,B,Extended Family Member,0.0,,0.0,
232,129.0,6.0,103,Family matters (divorce; pater,Yes,Extended family members (outside the household),Most comfortable with this person,"Yes, and the matter is resolved",B,Extended Family Members (Outside The Household),0.0,P,None,0.0,B,Extended Family Member,0.0,,0.0,
233,129.0,9.0,104,Succession and inheritance (in,Yes,None,,,,,,,,,,,,,,
234,131.0,1.0,114,Corruption/bribery,Yes,None,,,,,,,,,,,,,,
235,132.0,2.0,101,"Land (squatters, allocation, t",Yes,National government official,Party has the power/authority,"No, the matter is still pending",E,Other National Government Official,600.0,P,None,0.0,,0.0,0.0,,0.0,0.0
236,132.0,3.0,101,"Land (squatters, allocation, t",Yes,Extended family members (outside the household),Party has community/family respect,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,,0.0,0.0,,0.0,0.0
237,132.0,5.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has community/family respect,"No, they could not help us with the dispute",D,Chief/Assistant Chief,0.0,P,None,0.0,,0.0,0.0,,0.0,0.0
238,133.0,4.0,104,Succession and inheritance (in,Yes,Courts,Party has the power/authority,"No, the matter is still pending",K,Lawyer,150000.0,,0.0,,,0.0,,,0.0,
239,133.0,5.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
240,136.0,6.0,103,Family matters (divorce; pater,Yes,None,,,,,,,,,,,,,,
241,137.0,6.0,104,Succession and inheritance (in,Yes,Chief/ Assistant Chief,Party has the power/authority,"No, the matter is still pending",D,Chief/Assistant Chief,0.0,P,None,0.0,X,Other (Specify),0.0,,0.0,0.0
242,137.0,6.0,108,Disputes over personal propert,Yes,Traditional leader/elder,Party has the power/authority,"No, the matter is still pending",N,Friend,0.0,P,None,0.0,X,Other (Specify),0.0,,0.0,0.0
243,137.0,10.0,109,"Domestic violence (sexual, phy",Yes,Extended family members (outside the household),Party has community/family respect,"Yes, and the matter is resolved",P,None,0.0,,0.0,,X,Other (Specify),0.0,,0.0,
244,138.0,1.0,110,Labour (employee/employer disp,Yes,Directly to the other party,Party has community/family respect,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,,0.0,0.0,,0.0,0.0
245,138.0,6.0,102,"Commercial (unpaid debts, unde",Yes,Directly to the other party,Party has community/family respect,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
246,138.0,6.0,104,Succession and inheritance (in,Yes,County government official,Most comfortable with this person,"No, they could not help us with the dispute",E,Other National Government Official,0.0,P,None,0.0,E,County Government,0.0,,0.0,0.0
247,138.0,6.0,107,Tenants vs. Landlords,Yes,Directly to the other party,Party has community/family respect,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
248,140.0,1.0,111,Traffic matters,Yes,None,,,,,,,,,,,,,,
249,143.0,4.0,103,Family matters (divorce; pater,Yes,Chief/ Assistant Chief,Party has community/family respect,"Yes, and the matter is resolved",D,Chief/Assistant Chief,0.0,,0.0,,D,National Government,300.0,,0.0,
250,143.0,7.0,103,Family matters (divorce; pater,Yes,Extended family members (outside the household),Party has community/family respect,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,,0.0,,B,Extended Family Member,2000.0,,0.0,
251,143.0,7.0,105,"Criminal matters (murder,sexua",Yes,Police,Other (specify),"No, they decided not to rule on the matter",L,Police,0.0,M,Courts,15000.0,H,Police,0.0,I,Courts,0.0
252,145.0,1.0,102,"Commercial (unpaid debts, unde",Yes,Directly to the other party,Cost,"No, the matter is still pending",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,
253,145.0,1.0,107,Tenants vs. Landlords,Yes,Directly to the other party,Cost,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,
254,145.0,4.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
255,145.0,5.0,105,"Criminal matters (murder,sexua",Yes,Police,Party has the power/authority,"No, they could not help us with the dispute",L,Police,0.0,P,None,0.0,H,Police,0.0,,0.0,
256,145.0,9.0,102,"Commercial (unpaid debts, unde",Yes,Directly to the other party,Cost,"No, the matter is still pending",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,
257,147.0,7.0,103,Family matters (divorce; pater,Yes,None,,,,,,,,,,,,,,
258,150.0,1.0,107,Tenants vs. Landlords,Yes,Directly to the other party,Cost,"Yes, and the matter is resolved",P,None,,,0.0,,,0.0,,,0.0,
259,150.0,6.0,107,Tenants vs. Landlords,Yes,Chief/ Assistant Chief,Proximity/location,"No, they could not help us with the dispute",D,Chief/Assistant Chief,0.0,,0.0,,D,National Government,0.0,,0.0,
