,clid,hhid,r01,r02,r03,r04,r05,r06,r07,r08,r09,r10_m,r10_y,r11,r12,r13
160,45.0,9.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,Purchase/Construction of Dwelling  ,15000.0,0.0,5.0,0.0,12.0,0.0,None 
161,45.0,10.0,Yes,Yes,1.0,CASH,1.0, Saccos  ,Purchase/Construction of Dwelling  ,120000.0,1.0,,16.0,24.0,2000.0,Income 
162,46.0,1.0,Yes,Yes,1.0,AFC LOAN,1.0, Micro-Finance Inst  ,Purchase of Agricultural Inputs  ,200000.0,30.0,0.0,10.0,36.0,220000.0,Land Title  
163,47.0,3.0,Yes,Yes,1.0,AGRICULTURAL LOAN,2.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,3000.0,60.0,,10.0,3.0,1800.0,Individual/Guarantor  
164,47.0,4.0,Yes,Yes,1.0,PURCHASE OF KNITTING MACHINE,2.0, Self-Help Groups/Chamas  ,Business/Investment   ,40000.0,1.0,0.0,5.0,12.0,0.0,Individual/Guarantor  
165,47.0,6.0,Yes,Yes,1.0,PURCHASE OF COW,1.0, Commercial Banks  ,Purchase of Agricultural Inputs  ,100000.0,2.0,,18.0,12.0,60000.0,Salary 
166,47.0,9.0,Yes,Yes,1.0,PAY HOSPITAL BILL,1.0, Self-Help Groups/Chamas  ,Medical Expense   ,5000.0,1.0,,10.0,5.0,0.0,Individual/Guarantor  
167,48.0,1.0,Yes,Yes,1.0,CASH,1.0, Saccos  ,School Fees (Education)  ,60000.0,30.0,10.0,0.0,12.0,20000.0,Shares  
168,48.0,2.0,Yes,Yes,1.0,CASH,1.0, Saccos  ,School Fees (Education)  ,100000.0,30.0,10.0,0.0,12.0,45000.0,Shares  
169,48.0,4.0,Yes,Yes,1.0,CASH,1.0, Saccos  ,School Fees (Education)  ,60000.0,90.0,0.0,20.0,12.0,0.0,Shares  
170,48.0,6.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,10000.0,1.0,5.0,0.0,6.0,0.0,Shares  
171,48.0,7.0,Yes,No,,,,,,,,,,,,
172,48.0,9.0,Yes,Yes,1.0,CASH,1.0, Mobile Phone Platform  ,Subsistence Needs  ,7000.0,1.0,0.7,0.0,1.0,0.0,None 
173,48.0,9.0,Yes,Yes,2.0,CASH,2.0, Mobile Phone Platform  ,Subsistence Needs  ,100.0,1.0,0.7,0.0,1.0,0.0,None 
174,48.0,9.0,Yes,Yes,3.0,CASH,3.0, Mobile Phone Platform  ,Subsistence Needs  ,1600.0,1.0,0.7,0.0,1.0,0.0,None 
175,49.0,3.0,Yes,Yes,1.0,DUKA CREDIT,1.0, Merchant/Shop  ,Subsistence Needs  ,500.0,1.0,0.0,0.0,0.0,500.0,None 
176,49.0,6.0,Yes,Yes,1.0,HAZINA LOAN,1.0, Saccos  ,Purchase of Agricultural Inputs  ,4500.0,7.0,1.0,0.0,10.0,0.0,Shares  
177,49.0,6.0,Yes,Yes,2.0,KTDA SACCO LOAN,2.0, Saccos  ,School Fees (Education)  ,30000.0,2.0,2.0,0.0,11.0,18000.0,Shares  
178,49.0,6.0,Yes,Yes,3.0,SALARY ADVANCE,1.0, Commercial Banks  ,School Fees (Education)  ,18000.0,2.0,12.0,0.0,4.0,8000.0,Salary 
179,49.0,6.0,Yes,Yes,4.0,M-KOPA,1.0, Merchant/Shop  ,Subsistence Needs  ,17000.0,1.0,2.0,0.0,12.0,5000.0,None 
180,49.0,9.0,Yes,Yes,1.0,ACRE FUND,1.0, Ngo  ,Purchase of Agricultural Inputs  ,11700.0,120.0,0.0,0.0,0.0,3500.0,Other  
181,49.0,9.0,Yes,Yes,2.0,KALAMU CREDIT,3.0, Relative/ Friend/Neighbour  ,School Fees (Education)  ,10.0,1.0,0.0,0.0,0.0,0.0,None 
182,50.0,1.0,Yes,Yes,1.0,CASH,1.0, Saccos  ,Subsistence Needs  ,80000.0,0.0,,24.0,36.0,60000.0,Shares  
183,50.0,2.0,Yes,Yes,1.0,CASH,1.0, Saccos  ,School Fees (Education)  ,40000.0,0.0,,26.0,12.0,40000.0,Shares  
184,50.0,2.0,Yes,Yes,2.0,CASH,2.0, Saccos  ,School Fees (Education)  ,30000.0,7.0,,26.0,12.0,30000.0,Shares  
185,50.0,3.0,Yes,Yes,1.0,CASH,1.0, Saccos  ,Purchase of Livestock  ,20000.0,0.0,,24.0,6.0,20000.0,Shares  
186,50.0,4.0,Yes,Yes,1.0,CASH,1.0, Saccos  ,School Fees (Education)  ,20000.0,0.0,,24.0,12.0,20000.0,Shares  
187,50.0,5.0,Yes,Yes,1.0,CASH,1.0, Saccos  ,Other  ,50000.0,0.0,,24.0,12.0,30000.0,Shares  
188,50.0,5.0,Yes,Yes,2.0,CASH,1.0, Saccos  ,Subsistence Needs  ,10000.0,0.0,,24.0,12.0,10000.0,Shares  
189,51.0,5.0,Yes,Yes,1.0,FARMING,1.0, Commercial Banks  ,Business/Investment   ,150000.0,14.0,0.0,18.0,12.0,150000.0,Individual/Guarantor  
190,51.0,9.0,Yes,Yes,1.0,FARMING,1.0, Commercial Banks  ,Business/Investment   ,80000.0,60.0,,18.0,8.0,40000.0,Motor Vehicle/Cycle 
191,51.0,10.0,Yes,Yes,1.0,BUSINESS LOAN,2.0, Commercial Banks  ,Business/Investment   ,30000.0,90.0,0.0,5.0,12.0,19000.0,Individual/Guarantor  
192,53.0,1.0,Yes,Yes,1.0,SACCO,1.0, Saccos  ,Purchase of Land  ,300000.0,7.0,1.0,,48.0,100000.0,Shares  
193,53.0,4.0,Yes,Yes,1.0,BANK,1.0, Commercial Banks  ,School Fees (Education)  ,50000.0,5.0,10.0,,12.0,20000.0,Salary 
194,53.0,6.0,Yes,Yes,1.0,CHAMA LOAN,1.0, Self-Help Groups/Chamas  ,Purchase of Agricultural Inputs  ,100000.0,30.0,0.0,12.0,12.0,76000.0,Household Goods 
195,53.0,7.0,Yes,Yes,1.0,SACCO LOAN,1.0, Saccos  ,Purchase of Livestock  ,10000.0,14.0,20.0,,6.0,0.0,Salary 
196,54.0,1.0,Yes,Yes,1.0,CASH MONEY.,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,3000.0,1.0,10.0,,1.0,3000.0,Income 
197,54.0,2.0,Yes,Yes,1.0,HOUSEHOLD GOODS,2.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,500.0,1.0,0.0,,1.0,0.0,Individual/Guarantor  
198,54.0,3.0,Yes,Yes,1.0,CASH MONEY,1.0, Saccos  ,School Fees (Education)  ,10000.0,1.0,,14.0,12.0,10000.0,Income 
199,54.0,8.0,Yes,Yes,1.0,CASH MONEY,1.0, Saccos  ,Subsistence Needs  ,20000.0,7.0,,14.0,12.0,20000.0,Income 
200,54.0,9.0,Yes,Yes,1.0,MAIZE GRAINS,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,3000.0,1.0,0.0,,3.0,3000.0,Individual/Guarantor  
201,54.0,10.0,Yes,Yes,1.0,CASH MONEY,1.0, Saccos  ,School Fees (Education)  ,15000.0,1.0,0.0,14.0,12.0,15000.0,Income 
202,56.0,1.0,Yes,Yes,1.0,ONDIEK STAGE BODA-BODA SHG,1.0, Self-Help Groups/Chamas  ,Medical Expense   ,5000.0,1.0,10.0,0.0,3.0,4000.0,Individual/Guarantor  
203,56.0,7.0,Yes,Yes,1.0,MSWARI,1.0, Mobile Phone Platform  ,Business/Investment   ,11000.0,1.0,8.0,0.0,1.0,0.0,Shares  
204,56.0,7.0,Yes,Yes,2.0,MARY GO ROUND,2.0, Self-Help Groups/Chamas  ,Business/Investment   ,5000.0,7.0,10.0,0.0,2.0,2500.0,Individual/Guarantor  
205,56.0,8.0,Yes,Yes,1.0,MONEY LENDER,1.0, Money Lender(Shylock )  ,Business/Investment   ,6000.0,3.0,30.0,0.0,1.0,0.0,Individual/Guarantor  
206,58.0,4.0,Yes,Yes,1.0,NEIGHBOUR,1.0, Relative/ Friend/Neighbour  ,Medical Expense   ,1250.0,1.0,0.0,0.0,1.0,0.0,None 
207,58.0,8.0,Yes,Yes,1.0,SACCO LOAN,1.0, Saccos  ,Purchase of Land  ,600000.0,30.0,0.0,10.0,48.0,150000.0,Shares  
208,60.0,2.0,Yes,Yes,1.0,STAR MOBILE SACCO,1.0, Saccos  ,School Fees (Education)  ,48000.0,14.0,10.0,,48.0,0.0,Individual/Guarantor  
209,60.0,3.0,Yes,Yes,1.0,BORDER BORDER 022 YOUTH GROUP,1.0, Self-Help Groups/Chamas  ,Medical Expense   ,2000.0,4.0,10.0,0.0,1.0,0.0,Individual/Guarantor  
210,60.0,4.0,Yes,Yes,1.0,KIBUYE SELFHELP GROUP,2.0, Self-Help Groups/Chamas  ,Business/Investment   ,12000.0,7.0,10.0,,6.0,0.0,Individual/Guarantor  
211,61.0,5.0,Yes,Yes,1.0,MAIZE FLOUR,1.0, Merchant/Shop  ,Subsistence Needs  ,1000.0,0.0,0.0,0.0,1.0,1000.0,None 
212,61.0,10.0,Yes,Yes,1.0,BANK LOAN,1.0, Micro-Finance Inst  ,Business/Investment   ,10000.0,3.0,20.0,0.0,5.0,2000.0,None 
213,62.0,2.0,Yes,Yes,1.0,FOOD STUFF,1.0, Merchant/Shop  ,Subsistence Needs  ,100.0,0.0,0.0,0.0,1.0,0.0,None 
214,62.0,5.0,Yes,Yes,1.0,FOOD STUFF,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,600.0,5.0,0.0,0.0,1.0,400.0,Income 
215,62.0,7.0,Yes,Yes,1.0,FEE,2.0, Saccos  ,School Fees (Education)  ,150000.0,30.0,6.0,0.0,1.0,135000.0,Individual/Guarantor  
216,62.0,7.0,Yes,Yes,2.0,ADVANCE,1.0, Commercial Banks  ,School Fees (Education)  ,73000.0,4.0,8.0,0.0,1.0,50000.0,Individual/Guarantor  
217,63.0,4.0,Yes,Yes,1.0,CASH,1.0, Relative/ Friend/Neighbour  ,Medical Expense   ,1000.0,1.0,0.0,0.0,12.0,0.0,None 
218,63.0,5.0,Yes,Yes,1.0,CASH(KCB),1.0, Commercial Banks  ,School Fees (Education)  ,700000.0,30.0,,15.0,72.0,7200.0,Salary 
219,63.0,8.0,Yes,Yes,1.0,FOOD STUFFS,1.0, Merchant/Shop  ,Subsistence Needs  ,500.0,1.0,0.0,0.0,1.0,500.0,None 
220,63.0,9.0,Yes,Yes,1.0,B.A.T CASH,1.0, Other  ,Purchase of Agricultural Inputs  ,79000.0,7.0,25.0,,3.0,79000.0,Other  
221,63.0,10.0,Yes,Yes,1.0,GOODS,1.0, Merchant/Shop  ,Subsistence Needs  ,300.0,1.0,0.0,0.0,1.0,300.0,None 
222,64.0,3.0,Yes,Yes,1.0,COMMERCIAL BANK,1.0, Saccos  ,School Fees (Education)  ,70000.0,3.0,24.0,,12.0,0.0,Individual/Guarantor  
223,64.0,4.0,Yes,Yes,1.0,EQUITY LOAN,1.0, Commercial Banks  ,Business/Investment   ,40000.0,3.0,8.0,,12.0,0.0,Individual/Guarantor  
224,64.0,6.0,Yes,Yes,1.0,SACCO LOAN,1.0, Saccos  ,Business/Investment   ,20000.0,7.0,10.0,,12.0,0.0,Shares  
225,64.0,6.0,Yes,Yes,2.0,CHAMA LOAN,2.0, Self-Help Groups/Chamas  ,Purchase of Livestock  ,12000.0,3.0,10.0,,12.0,0.0,Individual/Guarantor  
226,64.0,9.0,Yes,Yes,1.0,CHAMA LOAN,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,3000.0,7.0,0.0,0.0,2.0,0.0,Shares  
227,64.0,10.0,Yes,Yes,1.0,CHAMA LOAN,1.0, Self-Help Groups/Chamas  ,Purchase of Agricultural Inputs  ,6000.0,4.0,20.0,,6.0,0.0,Individual/Guarantor  
228,65.0,2.0,Yes,Yes,1.0,BANK LOAN,1.0, Commercial Banks  ,Subsistence Needs  ,100000.0,30.0,16.0,,12.0,0.0,Salary 
229,65.0,3.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,Business/Investment   ,11500.0,1.0,1.0,,3.0,4000.0,Household Goods 
230,65.0,3.0,Yes,Yes,2.0,CASH,2.0, Self-Help Groups/Chamas  ,Business/Investment   ,25000.0,30.0,0.0,,12.0,0.0,None 
231,65.0,4.0,Yes,Yes,1.0,MICROFINANCE LOAN,1.0, Micro-Finance Inst  ,Purchase/Construction of Dwelling  ,20000.0,7.0,5.0,,6.0,5000.0,Household Goods 
232,65.0,5.0,Yes,Yes,1.0,,1.0,,Subsistence Needs  ,3000.0,,,,,,None 
233,65.0,7.0,Yes,Yes,1.0,GROUP LOAN,1.0, Self-Help Groups/Chamas  ,Business/Investment   ,150000.0,1.0,10.0,,3.0,28000.0,Land Title  
234,65.0,8.0,Yes,Yes,1.0,GROUP LOAN,1.0, Self-Help Groups/Chamas  ,Business/Investment   ,100000.0,1.0,10.0,,3.0,80000.0,None 
235,65.0,9.0,Yes,Yes,1.0,CASH CREDIT FROM FRIENDS,2.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,4000.0,1.0,10.0,,2.0,0.0,None 
236,65.0,10.0,Yes,Yes,1.0,SELF HELP GROUP CREDIT,2.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,4000.0,1.0,10.0,,1.0,0.0,None 
237,66.0,6.0,Yes,Yes,1.0,MOVE ON CREDIT,1.0, Micro-Finance Inst  ,Business/Investment   ,5000.0,30.0,140.0,,6.0,0.0,Household Goods 
238,66.0,8.0,Yes,Yes,1.0,LOAN,1.0, Mobile Phone Platform  ,Subsistence Needs  ,2000.0,1.0,0.0,0.0,3.0,250.0,None 
239,66.0,9.0,Yes,Yes,1.0,MOVE ON MICRO.FINA,2.0, Micro-Finance Inst  ,Business/Investment   ,20000.0,180.0,,4.0,12.0,0.0,Household Goods 
240,67.0,3.0,Yes,Yes,1.0,FOOD ITEMS,2.0, Merchant/Shop  ,Subsistence Needs  ,400.0,0.0,0.0,0.0,0.0,400.0,None 
241,67.0,3.0,Yes,Yes,2.0,CASH,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,1000.0,7.0,10.0,10.0,4.0,1100.0,None 
242,67.0,4.0,Yes,Yes,1.0,FOOD ITEMS,2.0, Merchant/Shop  ,Subsistence Needs  ,2000.0,0.0,0.0,0.0,1.0,2000.0,None 
243,67.0,5.0,Yes,Yes,1.0,MILK,1.0, Micro-Finance Inst  ,Subsistence Needs  ,1200.0,0.0,0.0,0.0,2.0,1200.0,None 
244,67.0,6.0,Yes,Yes,1.0,FOOD ITEMS,2.0, Merchant/Shop  ,Subsistence Needs  ,1700.0,0.0,0.0,0.0,2.0,1000.0,None 
245,68.0,2.0,Yes,Yes,1.0,CHAMA LOAN,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,20000.0,2.0,10.0,0.0,6.0,0.0,Shares  
246,68.0,3.0,Yes,Yes,1.0,CHAMA LOAN,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,4000.0,1.0,10.0,0.0,3.0,4000.0,Shares  
247,68.0,4.0,Yes,Yes,1.0,CHAMA LOAN,2.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,10000.0,7.0,10.0,0.0,12.0,10000.0,Shares  
248,68.0,6.0,Yes,Yes,1.0,INDIVIDUAL LOAN,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,500.0,1.0,0.0,0.0,1.0,500.0,None 
249,68.0,7.0,Yes,Yes,1.0,CHAMA  LOAN,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,40000.0,4.0,10.0,0.0,10.0,40000.0,Shares  
250,68.0,8.0,Yes,Yes,1.0,CHAMA LOAN,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,23000.0,2.0,20.0,0.0,10.0,9000.0,Shares  
251,68.0,9.0,Yes,Yes,1.0,CHAMA LOAN,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,4000.0,4.0,20.0,0.0,8.0,4000.0,Shares  
252,69.0,3.0,Yes,Yes,1.0,CHAM LUCHI IMARA,2.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,10000.0,14.0,10.0,0.0,2.0,2000.0,Shares  
253,69.0,4.0,Yes,Yes,1.0,YIENI MAKINY W/GROUP,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,6000.0,10.0,10.0,0.0,1.0,0.0,Shares  
254,69.0,6.0,Yes,Yes,1.0,KILIMO SACCO,1.0, Saccos  ,School Fees (Education)  ,30000.0,121.0,10.0,0.0,12.0,12000.0,Shares  
255,69.0,8.0,Yes,Yes,1.0,CHAM LUCHI,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,4000.0,5.0,10.0,0.0,1.0,0.0,Shares  
256,70.0,7.0,Yes,Yes,1.0,MICROFINANCE LOAN,1.0, Micro-Finance Inst  ,Purchase of Land  ,150000.0,30.0,,20.0,12.0,15000.0,Business Stock 
257,71.0,2.0,Yes,Yes,1.0,CASH CREDIT,1.0, Commercial Banks  ,Purchase of Land  ,500000.0,30.0,60.0,,4.0,335000.0,
258,71.0,3.0,Yes,No,,,,,,,,,,,,
259,71.0,4.0,Yes,Yes,1.0,SUGAR,1.0, Merchant/Shop  ,Subsistence Needs  ,120.0,1.0,0.0,,1.0,0.0,None 
260,71.0,4.0,Yes,Yes,2.0,COOKING FAT,1.0, Merchant/Shop  ,Subsistence Needs  ,120.0,1.0,0.0,,1.0,0.0,None 
261,71.0,4.0,Yes,Yes,3.0,SOAP,1.0, Merchant/Shop  ,Subsistence Needs  ,40.0,1.0,0.0,,1.0,0.0,None 
262,71.0,4.0,Yes,Yes,4.0,PETROLEUM JELLY,1.0, Merchant/Shop  ,Subsistence Needs  ,60.0,1.0,0.0,,1.0,0.0,None 
263,71.0,4.0,Yes,Yes,5.0,MAIZE FLOUR,1.0, Merchant/Shop  ,Subsistence Needs  ,50.0,1.0,0.0,,1.0,0.0,None 
264,71.0,4.0,Yes,Yes,6.0,TEA LEAVES,1.0, Merchant/Shop  ,Subsistence Needs  ,30.0,1.0,0.0,,1.0,0.0,None 
265,71.0,5.0,Yes,Yes,1.0,SUGAR,2.0, Merchant/Shop  ,Subsistence Needs  ,60.0,1.0,0.0,,1.0,0.0,None 
266,71.0,5.0,Yes,Yes,2.0,COOKING FAT,2.0, Merchant/Shop  ,Subsistence Needs  ,10.0,1.0,0.0,,1.0,0.0,None 
267,71.0,5.0,Yes,Yes,3.0,SALT,2.0, Merchant/Shop  ,Subsistence Needs  ,20.0,1.0,0.0,,1.0,0.0,None 
268,71.0,5.0,Yes,Yes,4.0,SOAP,2.0, Merchant/Shop  ,Subsistence Needs  ,20.0,1.0,0.0,,1.0,0.0,None 
269,71.0,6.0,Yes,Yes,1.0,SUGAR,1.0, Merchant/Shop  ,Subsistence Needs  ,60.0,1.0,0.0,,1.0,0.0,None 
270,71.0,6.0,Yes,Yes,2.0,SOAP,1.0, Merchant/Shop  ,Subsistence Needs  ,20.0,1.0,0.0,,1.0,0.0,None 
271,71.0,6.0,Yes,Yes,3.0,TEA LEAVES,1.0, Merchant/Shop  ,Subsistence Needs  ,30.0,1.0,0.0,,1.0,0.0,None 
272,71.0,6.0,Yes,Yes,4.0,COOKING FAT,1.0, Merchant/Shop  ,Subsistence Needs  ,50.0,1.0,0.0,,1.0,0.0,None 
273,71.0,6.0,Yes,Yes,5.0,MAIZE FLOUR,1.0, Merchant/Shop  ,Subsistence Needs  ,100.0,1.0,0.0,,1.0,0.0,None 
274,72.0,2.0,Yes,Yes,1.0,SACCO,1.0, Saccos  ,School Fees (Education)  ,500000.0,30.0,1.4,,36.0,200000.0,Salary 
275,73.0,2.0,Yes,Yes,1.0,KREP,1.0, Micro-Finance Inst  ,Medical Expense   ,20000.0,30.0,25.0,0.0,12.0,9000.0,Individual/Guarantor  
276,73.0,2.0,Yes,Yes,2.0,KREP,2.0, Micro-Finance Inst  ,Medical Expense   ,50000.0,30.0,25.0,0.0,36.0,35000.0,Individual/Guarantor  
277,73.0,7.0,Yes,Yes,1.0,CHAMA,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,40000.0,0.0,10.0,0.0,6.0,20000.0,None 
278,73.0,8.0,Yes,Yes,1.0,KREP,1.0, Micro-Finance Inst  ,School Fees (Education)  ,6000.0,2.0,1.5,0.0,6.0,2000.0,Individual/Guarantor  
279,73.0,9.0,Yes,Yes,1.0,CHAMA,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,3000.0,30.0,10.0,0.0,3.0,0.0,Individual/Guarantor  
280,75.0,4.0,Yes,No,,,,,,,,,,,,
281,75.0,5.0,Yes,Yes,1.0,LOAN,2.0, Micro-Finance Inst  ,Purchase of Agricultural Inputs  ,100000.0,30.0,,19.0,18.0,0.0,Salary 
282,76.0,5.0,Yes,Yes,1.0,LOAN FOR PERSONAL USE,2.0, Self-Help Groups/Chamas  ,Other  ,1500.0,7.0,0.0,0.0,1.0,0.0,None 
283,77.0,5.0,Yes,Yes,1.0,MAIZE FLOUR SIFTED,1.0, Merchant/Shop  ,Subsistence Needs  ,2000.0,1.0,0.0,0.0,3.0,0.0,None 
284,77.0,5.0,Yes,Yes,2.0,SUGAR,1.0, Merchant/Shop  ,Subsistence Needs  ,500.0,1.0,0.0,0.0,3.0,0.0,None 
285,78.0,4.0,Yes,Yes,1.0,MAIZE,2.0, Merchant/Shop  ,Subsistence Needs  ,1000.0,0.0,0.0,0.0,0.0,1000.0,None 
286,78.0,4.0,Yes,Yes,2.0,SUGAR,2.0, Merchant/Shop  ,Subsistence Needs  ,400.0,0.0,0.0,0.0,0.0,400.0,None 
287,78.0,5.0,Yes,Yes,1.0,MAIZE,1.0, Merchant/Shop  ,Subsistence Needs  ,20000.0,1.0,0.0,0.0,0.0,20000.0,None 
288,78.0,6.0,Yes,Yes,1.0,SUGAR,1.0, Merchant/Shop  ,Subsistence Needs  ,200.0,1.0,0.0,0.0,0.0,200.0,None 
289,78.0,6.0,Yes,Yes,2.0,BEANS,1.0, Merchant/Shop  ,Subsistence Needs  ,60.0,1.0,0.0,0.0,0.0,60.0,None 
290,80.0,1.0,Yes,Yes,1.0,SCHOOL FEES,2.0, Employer  ,School Fees (Education)  ,80000.0,30.0,95.0,,30.0,124800.0,Salary 
291,81.0,1.0,Yes,Yes,1.0,FRIENDS LOAN,1.0, Relative/ Friend/Neighbour  ,School Fees (Education)  ,20000.0,5.0,0.0,0.0,2.0,20000.0,None 
292,81.0,5.0,Yes,Yes,1.0,EQUITY LOAN,1.0, Commercial Banks  ,Business/Investment   ,30000.0,7.0,10.0,0.0,3.0,0.0,Individual/Guarantor  
293,81.0,8.0,Yes,Yes,1.0,MSHWARI LOAN,1.0, Mobile Phone Platform  ,Business/Investment   ,5000.0,1.0,7.5,,1.0,4437.0,Business Stock 
294,82.0,4.0,Yes,Yes,1.0,CASH,2.0, Money Lender(Shylock )  ,Purchase/Construction of Dwelling  ,5000.0,30.0,6.0,,5.0,2600.0,Individual/Guarantor  
295,82.0,7.0,Yes,Yes,1.0,CASH,2.0, Money Lender(Shylock )  ,School Fees (Education)  ,70000.0,14.0,10.0,,7.0,34000.0,Household Goods 
296,82.0,7.0,Yes,Yes,2.0,FOOD ITEMS,2.0, Merchant/Shop  ,Subsistence Needs  ,36000.0,1.0,0.0,,12.0,6000.0,None 
297,83.0,4.0,Yes,Yes,1.0,CASH,2.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,30000.0,7.0,15.0,0.0,1.0,0.0,
298,84.0,1.0,Yes,Yes,1.0,CASH,1.0, Relative/ Friend/Neighbour  ,Medical Expense   ,2000.0,1.0,0.0,0.0,1.0,2000.0,None 
299,84.0,1.0,Yes,Yes,2.0,FOOD ITEMS,2.0, Merchant/Shop  ,Subsistence Needs  ,500.0,1.0,0.0,0.0,1.0,500.0,None 
300,84.0,2.0,Yes,Yes,1.0,FOOD ITEMS,1.0, Merchant/Shop  ,Subsistence Needs  ,530.0,1.0,0.0,0.0,1.0,530.0,None 
301,84.0,4.0,Yes,Yes,1.0,CASH,1.0, Relative/ Friend/Neighbour  ,Business/Investment   ,500.0,1.0,0.0,0.0,1.0,500.0,None 
302,84.0,6.0,Yes,Yes,1.0,FOOD ITEMS,2.0, Merchant/Shop  ,Subsistence Needs  ,70.0,1.0,0.0,0.0,1.0,70.0,None 
303,85.0,1.0,Yes,Yes,1.0,LOAN FROM MICRO FINANCE,1.0, Micro-Finance Inst  ,School Fees (Education)  ,100000.0,14.0,51.2,,12.0,25200.0,Business Stock 
304,85.0,2.0,Yes,Yes,1.0,HELB,4.0, Government Funds  ,School Fees (Education)  ,40000.0,90.0,,4.0,,44000.0,None 
305,85.0,7.0,Yes,Yes,1.0,SACCO,2.0, Saccos  ,School Fees (Education)  ,40000.0,1.0,10.0,,12.0,17600.0,Shares  
306,85.0,8.0,Yes,Yes,1.0,CHAMA LOAN,2.0, Self-Help Groups/Chamas  ,Business/Investment   ,10000.0,1.0,12.0,,3.0,2000.0,Shares  
307,85.0,9.0,Yes,Yes,1.0,GOODS FROM SHOP,2.0, Other  ,Subsistence Needs  ,395.0,0.0,0.0,,0.0,0.0,None 
308,87.0,6.0,Yes,No,,,,,,,,,,,,
309,87.0,8.0,Yes,No,,,,,,,,,,,,
310,87.0,9.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,5000.0,2.0,0.0,0.0,2.0,0.0,Individual/Guarantor  
311,87.0,10.0,Yes,Yes,1.0,VISION FUND,1.0, Self-Help Groups/Chamas  ,Purchase of Livestock  ,25000.0,90.0,,12.0,12.0,15000.0,Individual/Guarantor  
312,88.0,3.0,Yes,Yes,1.0,LOAN FROM CHAMA,2.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,2000.0,1.0,10.0,,1.0,0.0,Shares  
313,88.0,6.0,Yes,Yes,1.0,LOAN FROM SACCO,1.0, Saccos  ,School Fees (Education)  ,100000.0,1.0,1.5,,12.0,30000.0,Individual/Guarantor  
314,88.0,7.0,Yes,Yes,1.0,KENPIPE LOAN,1.0, Saccos  ,Purchase of Land  ,2500000.0,14.0,1.0,12.0,48.0,2000000.0,Salary 
315,88.0,10.0,Yes,No,,,,,,,,,,,,
316,89.0,2.0,Yes,Yes,1.0,KCB LOAN,2.0, Commercial Banks  ,School Fees (Education)  ,30000.0,30.0,0.0,10.5,12.0,28000.0,Individual/Guarantor  
317,89.0,3.0,Yes,Yes,1.0,KOBIL GROUP LOAN,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,16000.0,21.0,0.0,10.0,12.0,17600.0,Shares  
318,89.0,8.0,Yes,Yes,1.0,PRIME-TIME SACCO LOAN,2.0, Micro-Finance Inst  ,Other  ,16500.0,5.0,,23.3,12.0,18700.0,Livestock  
319,90.0,5.0,Yes,Yes,1.0,COOPERATIVE LOAN,1.0, Commercial Banks  ,School Fees (Education)  ,1000000.0,7.0,,18.0,60.0,500000.0,None 
320,91.0,3.0,Yes,Yes,1.0,NEIGHBOUR,1.0, Relative/ Friend/Neighbour  ,School Fees (Education)  ,6000.0,2.0,1.5,0.0,1.0,0.0,Livestock  
321,91.0,9.0,Yes,Yes,1.0,CHAMA LOAN,2.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,10000.0,3.0,10.0,0.0,12.0,0.0,Shares  
322,92.0,2.0,Yes,Yes,1.0,BUSINESS LOAN,1.0, Commercial Banks  ,Business/Investment   ,150000.0,14.0,18.0,,18.0,59000.0,
323,92.0,2.0,Yes,Yes,2.0,BUSINESS LOAN,1.0, Commercial Banks  ,Business/Investment   ,70000.0,14.0,18.0,,9.0,9178.0,
