,clid,hhid,r01,r17,r18_1,r18_2
730,41.0,4.0,No,1.0,D,
731,41.0,4.0,No,4.0,I,
732,41.0,6.0,No,1.0,A,
733,41.0,7.0,No,1.0,D,
734,41.0,7.0,No,2.0,D,
735,41.0,7.0,No,5.0,J,
736,41.0,7.0,No,4.0,I,
737,41.0,7.0,No,6.0,J,
738,41.0,7.0,No,3.0,I,
739,41.0,10.0,No,4.0,I,
740,41.0,10.0,No,2.0,A,
741,41.0,10.0,No,9.0,D,
742,41.0,10.0,No,3.0,I,
743,41.0,10.0,No,1.0,A,
744,41.0,10.0,No,7.0,I,
745,41.0,10.0,No,6.0,I,
746,41.0,10.0,No,5.0,I,
747,41.0,10.0,No,8.0,I,
748,42.0,1.0,No,2.0,E,
749,42.0,1.0,No,3.0,J,
750,42.0,1.0,No,1.0,E,
751,42.0,2.0,No,1.0,E,
752,42.0,3.0,No,1.0,E,
753,42.0,4.0,No,1.0,E,
754,42.0,5.0,No,1.0,E,
755,42.0,6.0,No,1.0,C,
756,42.0,7.0,No,1.0,I,
757,42.0,8.0,No,1.0,E,
758,42.0,9.0,No,3.0,J,
759,42.0,9.0,No,1.0,E,
760,42.0,9.0,No,2.0,I,
761,42.0,10.0,No,1.0,I,
762,43.0,1.0,No,1.0,B,G
763,43.0,3.0,No,4.0,I,
764,43.0,3.0,No,3.0,I,
765,43.0,3.0,No,2.0,I,
766,43.0,3.0,No,5.0,I,
767,43.0,3.0,No,6.0,J,
768,43.0,3.0,No,1.0,A,
769,43.0,5.0,No,4.0,J,
770,43.0,5.0,No,5.0,B,
771,43.0,5.0,No,2.0,B,
772,43.0,5.0,No,1.0,G,
773,43.0,5.0,No,3.0,J,
774,43.0,5.0,No,6.0,B,
775,44.0,1.0,No,2.0,I,
776,44.0,1.0,No,1.0,H,B
777,44.0,3.0,No,4.0,I,
778,44.0,3.0,No,1.0,G,
779,44.0,3.0,No,2.0,X,
780,44.0,3.0,No,3.0,I,
781,44.0,3.0,No,7.0,J,
782,44.0,3.0,No,5.0,I,
783,44.0,3.0,No,6.0,J,
784,44.0,4.0,No,1.0,D,E
785,44.0,4.0,No,3.0,J,
786,44.0,4.0,No,4.0,J,
787,44.0,4.0,No,2.0,J,
788,44.0,5.0,No,1.0,D,B
789,44.0,6.0,No,1.0,A,
790,44.0,7.0,No,4.0,J,
791,44.0,7.0,No,1.0,G,
792,44.0,7.0,No,5.0,J,
793,44.0,7.0,No,6.0,J,
794,44.0,7.0,No,2.0,I,
795,44.0,7.0,No,3.0,I,
796,44.0,7.0,No,7.0,J,
797,44.0,8.0,No,2.0,J,
798,44.0,8.0,No,1.0,G,
799,45.0,3.0,No,1.0,G,
800,45.0,3.0,No,2.0,I,
801,45.0,6.0,No,3.0,J,
802,45.0,6.0,No,2.0,G,
803,45.0,6.0,No,1.0,G,
804,45.0,7.0,No,2.0,B,
805,45.0,7.0,No,1.0,G,
806,45.0,7.0,No,3.0,I,
807,46.0,2.0,No,1.0,A,
808,46.0,3.0,No,3.0,J,
809,46.0,3.0,No,4.0,J,
810,46.0,3.0,No,1.0,A,E
811,46.0,4.0,No,2.0,J,I
812,46.0,4.0,No,6.0,J,
813,46.0,4.0,No,3.0,J,
814,46.0,4.0,No,5.0,J,
815,46.0,4.0,No,1.0,E,G
816,46.0,4.0,No,4.0,J,
817,46.0,5.0,No,1.0,E,A
818,46.0,6.0,No,1.0,A,E
819,46.0,6.0,No,2.0,A,E
820,46.0,7.0,No,1.0,A,
821,46.0,8.0,No,1.0,A,
822,46.0,9.0,No,2.0,A,
823,46.0,9.0,No,3.0,A,
824,46.0,9.0,No,4.0,J,
825,46.0,9.0,No,5.0,J,
826,46.0,9.0,No,1.0,A,
827,47.0,1.0,No,1.0,A,G
828,47.0,2.0,No,1.0,G,D
829,47.0,2.0,No,3.0,J,
830,47.0,2.0,No,2.0,G,D
831,47.0,2.0,No,4.0,J,
832,47.0,2.0,No,5.0,J,
833,47.0,5.0,No,4.0,J,
834,47.0,5.0,No,6.0,J,
835,47.0,5.0,No,5.0,J,
836,47.0,5.0,No,8.0,J,
837,47.0,5.0,No,3.0,J,
838,47.0,5.0,No,2.0,G,
839,47.0,5.0,No,1.0,G,
840,47.0,5.0,No,7.0,J,
841,47.0,7.0,No,2.0,J,
842,47.0,7.0,No,1.0,E,
843,47.0,7.0,No,3.0,J,
844,47.0,7.0,No,4.0,J,
845,47.0,8.0,No,4.0,J,
846,47.0,8.0,No,1.0,D,
847,47.0,8.0,No,2.0,A,
848,47.0,8.0,No,3.0,J,
849,48.0,3.0,No,3.0,E,
850,48.0,3.0,No,4.0,I,
851,48.0,3.0,No,6.0,J,
852,48.0,3.0,No,1.0,A,
853,48.0,3.0,No,5.0,J,
854,48.0,3.0,No,2.0,B,
855,48.0,5.0,No,1.0,E,
856,48.0,7.0,Yes,1.0,G,
857,48.0,8.0,No,4.0,I,
858,48.0,8.0,No,1.0,E,
859,48.0,8.0,No,5.0,I,
860,48.0,8.0,No,2.0,D,
861,48.0,8.0,No,3.0,E,
862,48.0,8.0,No,6.0,I,J
863,49.0,1.0,No,8.0,I,
864,49.0,1.0,No,1.0,G,
865,49.0,1.0,No,9.0,I,
866,49.0,1.0,No,5.0,I,
867,49.0,1.0,No,10.0,G,
868,49.0,1.0,No,2.0,I,
869,49.0,1.0,No,4.0,I,
870,49.0,1.0,No,11.0,G,
871,49.0,1.0,No,7.0,I,
872,49.0,1.0,No,3.0,I,
873,49.0,1.0,No,6.0,I,
874,49.0,2.0,No,1.0,G,
875,49.0,2.0,No,2.0,J,
876,49.0,2.0,No,3.0,J,
877,49.0,4.0,No,1.0,G,
878,49.0,4.0,No,2.0,J,
879,49.0,5.0,No,1.0,E,
880,49.0,7.0,No,1.0,G,
881,49.0,7.0,No,2.0,G,
882,49.0,7.0,No,3.0,J,
883,49.0,8.0,No,2.0,B,
884,49.0,8.0,No,1.0,G,
885,49.0,8.0,No,3.0,I,
886,49.0,10.0,No,3.0,J,
887,49.0,10.0,No,2.0,A,
888,49.0,10.0,No,1.0,A,
889,49.0,10.0,No,4.0,J,
890,50.0,6.0,No,1.0,G,
891,50.0,7.0,No,1.0,D,
892,50.0,8.0,No,2.0,J,
893,50.0,8.0,No,3.0,J,
894,50.0,8.0,No,1.0,D,
895,50.0,8.0,No,4.0,J,
896,50.0,8.0,No,5.0,J,
897,51.0,1.0,No,1.0,G,
898,51.0,1.0,No,3.0,J,
899,51.0,1.0,No,2.0,J,
900,51.0,2.0,No,4.0,J,
901,51.0,2.0,No,1.0,G,
902,51.0,2.0,No,3.0,J,
903,51.0,2.0,No,2.0,D,
904,51.0,2.0,No,5.0,J,
905,51.0,2.0,No,6.0,J,
906,51.0,3.0,No,4.0,J,
907,51.0,3.0,No,6.0,J,
908,51.0,3.0,No,3.0,J,
909,51.0,3.0,No,2.0,J,
910,51.0,3.0,No,1.0,E,
911,51.0,3.0,No,5.0,J,
912,51.0,3.0,No,7.0,J,
913,51.0,4.0,No,1.0,G,
914,51.0,6.0,No,5.0,J,
915,51.0,6.0,No,2.0,J,
916,51.0,6.0,No,3.0,J,
917,51.0,6.0,No,1.0,D,
918,51.0,6.0,No,6.0,J,
919,51.0,6.0,No,4.0,J,
920,51.0,7.0,No,1.0,B,E
921,51.0,8.0,No,1.0,A,
922,52.0,1.0,No,7.0,J,
923,52.0,1.0,No,4.0,J,
924,52.0,1.0,No,5.0,J,
925,52.0,1.0,No,2.0,E,
926,52.0,1.0,No,3.0,B,
927,52.0,1.0,No,6.0,J,
928,52.0,1.0,No,1.0,E,
929,52.0,1.0,No,8.0,J,
930,52.0,2.0,No,1.0,B,
931,52.0,3.0,No,3.0,I,
932,52.0,3.0,No,4.0,I,
933,52.0,3.0,No,1.0,E,
934,52.0,3.0,No,2.0,B,
935,52.0,3.0,No,5.0,I,
936,52.0,4.0,No,2.0,J,
937,52.0,4.0,No,1.0,E,
938,52.0,5.0,No,5.0,J,
939,52.0,5.0,No,2.0,E,G
940,52.0,5.0,No,6.0,J,
941,52.0,5.0,No,3.0,I,
942,52.0,5.0,No,4.0,I,
943,52.0,5.0,No,1.0,B,E
944,52.0,6.0,No,6.0,J,
945,52.0,6.0,No,2.0,E,
946,52.0,6.0,No,5.0,J,
947,52.0,6.0,No,4.0,I,
948,52.0,6.0,No,1.0,E,
949,52.0,6.0,No,3.0,I,
950,52.0,7.0,No,3.0,J,
951,52.0,7.0,No,4.0,J,
952,52.0,7.0,No,5.0,E,
953,52.0,7.0,No,2.0,G,
954,52.0,7.0,No,1.0,B,
955,52.0,8.0,No,2.0,B,
956,52.0,8.0,No,1.0,E,
957,52.0,8.0,No,3.0,J,
958,52.0,9.0,No,1.0,B,E
959,53.0,2.0,No,4.0,J,I
960,53.0,2.0,No,3.0,J,I
961,53.0,2.0,No,1.0,A,
962,53.0,2.0,No,2.0,I,
963,53.0,3.0,No,5.0,J,I
964,53.0,3.0,No,7.0,J,I
965,53.0,3.0,No,2.0,A,
966,53.0,3.0,No,3.0,J,
967,53.0,3.0,No,1.0,A,
968,53.0,3.0,No,8.0,J,I
969,53.0,3.0,No,4.0,J,I
970,53.0,3.0,No,6.0,J,I
971,53.0,5.0,No,5.0,I,J
972,53.0,5.0,No,1.0,A,
973,53.0,5.0,No,4.0,I,J
974,53.0,5.0,No,2.0,A,
975,53.0,5.0,No,3.0,I,
976,53.0,5.0,No,6.0,I,J
977,53.0,8.0,No,3.0,J,I
978,53.0,8.0,No,1.0,C,
979,53.0,8.0,No,2.0,J,I
980,54.0,4.0,No,2.0,A,
981,54.0,4.0,No,3.0,I,
982,54.0,4.0,No,1.0,A,
983,54.0,4.0,No,5.0,I,
984,54.0,4.0,No,4.0,I,
985,54.0,5.0,No,1.0,A,
986,54.0,6.0,No,1.0,I,
987,54.0,7.0,No,1.0,A,
988,55.0,1.0,No,3.0,I,
989,55.0,1.0,No,2.0,I,
990,55.0,1.0,No,1.0,A,
991,55.0,2.0,No,2.0,A,
992,55.0,2.0,No,4.0,J,
993,55.0,2.0,No,1.0,A,
994,55.0,2.0,No,3.0,J,
995,55.0,3.0,No,1.0,B,C
996,55.0,4.0,No,2.0,I,
997,55.0,4.0,No,1.0,E,
998,55.0,5.0,No,3.0,A,
999,55.0,5.0,No,2.0,A,
1000,55.0,5.0,No,4.0,A,
1001,55.0,5.0,No,1.0,A,
1002,56.0,2.0,No,4.0,I,
1003,56.0,2.0,No,1.0,C,
1004,56.0,2.0,No,3.0,I,
1005,56.0,2.0,No,2.0,I,
1006,56.0,3.0,No,2.0,C,
1007,56.0,3.0,No,1.0,C,
1008,56.0,4.0,No,2.0,B,
1009,56.0,4.0,No,3.0,I,
1010,56.0,4.0,No,1.0,B,
1011,56.0,5.0,No,4.0,I,
1012,56.0,5.0,No,3.0,I,
1013,56.0,5.0,No,2.0,I,
1014,56.0,5.0,No,5.0,J,
1015,56.0,5.0,No,1.0,C,
1016,56.0,6.0,No,1.0,C,
1017,56.0,6.0,No,2.0,C,
1018,56.0,6.0,No,7.0,I,
1019,56.0,6.0,No,3.0,C,
1020,56.0,6.0,No,5.0,I,
1021,56.0,6.0,No,8.0,I,
1022,56.0,6.0,No,4.0,C,
1023,56.0,6.0,No,6.0,C,
1024,56.0,9.0,No,3.0,J,
1025,56.0,9.0,No,4.0,J,
1026,56.0,9.0,No,1.0,E,
1027,56.0,9.0,No,2.0,C,
1028,57.0,1.0,No,2.0,I,D
1029,57.0,1.0,No,1.0,C,G
1030,57.0,2.0,No,1.0,C,G
1031,57.0,2.0,No,2.0,D,I
1032,57.0,2.0,No,3.0,J,
1033,57.0,2.0,No,4.0,J,
1034,57.0,3.0,No,1.0,A,C
1035,57.0,4.0,No,3.0,J,
1036,57.0,4.0,No,2.0,C,G
1037,57.0,4.0,No,1.0,A,D
1038,57.0,5.0,No,1.0,G,C
1039,57.0,5.0,No,2.0,B,C
1040,57.0,6.0,No,3.0,J,I
1041,57.0,6.0,No,4.0,J,
1042,57.0,6.0,No,2.0,I,F
1043,57.0,6.0,No,1.0,C,G
1044,57.0,7.0,No,2.0,G,I
1045,57.0,7.0,No,1.0,C,D
1046,58.0,1.0,No,2.0,J,
1047,58.0,1.0,No,1.0,B,G
1048,58.0,2.0,No,6.0,J,I
1049,58.0,2.0,No,5.0,J,I
1050,58.0,2.0,No,2.0,A,
1051,58.0,2.0,No,1.0,A,
1052,58.0,2.0,No,4.0,J,I
1053,58.0,2.0,No,3.0,J,I
1054,58.0,3.0,No,3.0,A,
1055,58.0,3.0,No,4.0,I,
1056,58.0,3.0,No,1.0,A,
1057,58.0,3.0,No,9.0,J,
1058,58.0,3.0,No,2.0,A,
1059,58.0,3.0,No,8.0,I,
1060,58.0,3.0,No,11.0,A,I
1061,58.0,3.0,No,6.0,I,
1062,58.0,3.0,No,10.0,J,
1063,58.0,3.0,No,7.0,I,
1064,58.0,3.0,No,5.0,I,
1065,58.0,5.0,No,10.0,J,
1066,58.0,5.0,No,3.0,A,I
1067,58.0,5.0,No,9.0,J,
1068,58.0,5.0,No,6.0,A,I
1069,58.0,5.0,No,7.0,J,
1070,58.0,5.0,No,8.0,J,
1071,58.0,5.0,No,5.0,A,I
1072,58.0,5.0,No,1.0,A,
1073,58.0,5.0,No,4.0,A,I
1074,58.0,5.0,No,2.0,A,
1075,58.0,6.0,No,2.0,C,
1076,58.0,6.0,No,5.0,H,J
1077,58.0,6.0,No,9.0,J,
1078,58.0,6.0,No,11.0,A,
1079,58.0,6.0,No,3.0,H,
1080,58.0,6.0,No,6.0,J,
1081,58.0,6.0,No,7.0,C,
1082,58.0,6.0,No,12.0,J,
1083,58.0,6.0,No,4.0,H,
1084,58.0,6.0,No,10.0,J,
1085,58.0,6.0,No,8.0,A,
1086,58.0,6.0,No,1.0,C,
1087,58.0,7.0,No,5.0,J,
1088,58.0,7.0,No,6.0,J,
1089,58.0,7.0,No,1.0,C,
1090,58.0,7.0,No,2.0,C,
1091,58.0,7.0,No,4.0,I,
1092,58.0,7.0,No,7.0,J,
1093,58.0,7.0,No,3.0,I,
1094,58.0,9.0,No,9.0,J,
1095,58.0,9.0,No,10.0,J,
1096,58.0,9.0,No,1.0,C,
1097,58.0,9.0,No,3.0,C,
1098,58.0,9.0,No,6.0,I,
1099,58.0,9.0,No,7.0,I,
1100,58.0,9.0,No,4.0,I,
1101,58.0,9.0,No,8.0,I,
1102,58.0,9.0,No,5.0,I,
1103,58.0,9.0,No,2.0,C,
1104,58.0,9.0,No,11.0,J,
1105,59.0,1.0,No,5.0,J,
1106,59.0,1.0,No,6.0,J,
1107,59.0,1.0,No,3.0,I,
1108,59.0,1.0,No,1.0,A,
1109,59.0,1.0,No,7.0,J,
1110,59.0,1.0,No,4.0,I,
1111,59.0,1.0,No,2.0,A,C
1112,59.0,2.0,No,2.0,A,
1113,59.0,2.0,No,3.0,J,
1114,59.0,2.0,No,5.0,J,
1115,59.0,2.0,No,4.0,J,
1116,59.0,2.0,No,1.0,A,
1117,59.0,3.0,No,2.0,A,C
1118,59.0,3.0,No,3.0,J,
1119,59.0,3.0,No,1.0,A,C
1120,59.0,3.0,No,4.0,J,
1121,59.0,4.0,No,1.0,A,C
1122,59.0,4.0,No,3.0,I,
1123,59.0,4.0,No,5.0,J,
1124,59.0,4.0,No,9.0,J,
1125,59.0,4.0,No,8.0,J,
1126,59.0,4.0,No,4.0,J,
1127,59.0,4.0,No,7.0,J,
1128,59.0,4.0,No,6.0,J,
1129,59.0,4.0,No,2.0,A,C
1130,59.0,5.0,No,11.0,A,
1131,59.0,5.0,No,5.0,I,
1132,59.0,5.0,No,4.0,I,
1133,59.0,5.0,No,1.0,C,
1134,59.0,5.0,No,2.0,C,
1135,59.0,5.0,No,8.0,I,
1136,59.0,5.0,No,10.0,I,
1137,59.0,5.0,No,6.0,I,
1138,59.0,5.0,No,3.0,I,
1139,59.0,5.0,No,9.0,I,
1140,59.0,5.0,No,7.0,I,
1141,59.0,6.0,No,1.0,C,
1142,59.0,6.0,No,6.0,J,
1143,59.0,6.0,No,2.0,C,
1144,59.0,6.0,No,7.0,J,
1145,59.0,6.0,No,5.0,J,
1146,59.0,6.0,No,3.0,I,
1147,59.0,6.0,No,8.0,A,
1148,59.0,6.0,No,4.0,I,
1149,59.0,7.0,No,2.0,J,
1150,59.0,7.0,No,1.0,A,
1151,59.0,8.0,No,3.0,J,
1152,59.0,8.0,No,5.0,I,
1153,59.0,8.0,No,1.0,C,
1154,59.0,8.0,No,4.0,J,
1155,59.0,8.0,No,2.0,C,
1156,59.0,9.0,No,4.0,A,
1157,59.0,9.0,No,10.0,J,
1158,59.0,9.0,No,6.0,I,
1159,59.0,9.0,No,7.0,I,
1160,59.0,9.0,No,11.0,A,
1161,59.0,9.0,No,5.0,A,
1162,59.0,9.0,No,2.0,C,
1163,59.0,9.0,No,9.0,J,
1164,59.0,9.0,No,3.0,A,
1165,59.0,9.0,No,1.0,C,
1166,59.0,9.0,No,8.0,J,
1167,60.0,1.0,No,1.0,C,E
1168,60.0,5.0,No,1.0,C,
1169,60.0,5.0,No,4.0,J,
1170,60.0,5.0,No,2.0,C,
1171,60.0,5.0,No,3.0,J,
1172,60.0,6.0,No,3.0,I,
1173,60.0,6.0,No,1.0,C,
1174,60.0,6.0,No,2.0,C,
1175,60.0,7.0,No,4.0,J,
1176,60.0,7.0,No,3.0,I,
1177,60.0,7.0,No,2.0,C,
1178,60.0,7.0,No,1.0,C,
1179,60.0,8.0,No,4.0,E,
1180,60.0,8.0,No,3.0,J,
1181,60.0,8.0,No,2.0,C,
1182,60.0,8.0,No,1.0,C,
1183,60.0,9.0,No,1.0,C,
1184,60.0,9.0,No,5.0,J,
1185,60.0,9.0,No,4.0,J,
1186,60.0,9.0,No,3.0,I,
1187,60.0,9.0,No,2.0,C,
1188,60.0,10.0,No,2.0,J,
1189,60.0,10.0,No,1.0,C,
1190,61.0,1.0,No,1.0,A,
1191,61.0,2.0,No,1.0,E,
1192,61.0,4.0,No,1.0,G,
1193,61.0,6.0,No,2.0,G,
1194,61.0,6.0,No,1.0,C,
1195,61.0,7.0,No,2.0,D,
1196,61.0,7.0,No,1.0,D,
1197,61.0,8.0,No,2.0,G,
1198,61.0,8.0,No,1.0,G,
1199,61.0,9.0,No,2.0,A,
1200,61.0,9.0,No,1.0,A,
1201,62.0,1.0,No,1.0,A,
1202,62.0,3.0,No,1.0,A,
1203,62.0,4.0,No,1.0,D,
1204,62.0,6.0,No,5.0,I,
1205,62.0,6.0,No,2.0,I,
1206,62.0,6.0,No,1.0,A,
1207,62.0,6.0,No,3.0,I,
1208,62.0,6.0,No,4.0,I,
1209,62.0,8.0,No,1.0,A,
1210,62.0,8.0,No,2.0,I,
1211,63.0,1.0,No,3.0,J,
1212,63.0,1.0,No,2.0,I,
1213,63.0,1.0,No,1.0,E,
1214,63.0,2.0,No,1.0,G,
1215,63.0,2.0,No,2.0,C,
1216,63.0,3.0,No,2.0,D,
1217,63.0,3.0,No,1.0,C,
1218,63.0,6.0,No,2.0,D,
1219,63.0,6.0,No,8.0,J,
1220,63.0,6.0,No,10.0,J,
1221,63.0,6.0,No,7.0,J,
1222,63.0,6.0,No,4.0,I,
1223,63.0,6.0,No,5.0,J,
1224,63.0,6.0,No,9.0,J,
1225,63.0,6.0,No,11.0,I,
1226,63.0,6.0,No,1.0,G,
1227,63.0,6.0,No,3.0,I,
1228,63.0,6.0,No,6.0,J,
1229,63.0,7.0,No,3.0,I,
1230,63.0,7.0,No,4.0,I,
1231,63.0,7.0,No,2.0,G,
1232,63.0,7.0,No,1.0,C,
1233,64.0,1.0,No,6.0,I,
1234,64.0,1.0,No,8.0,I,
1235,64.0,1.0,No,7.0,I,
1236,64.0,1.0,No,5.0,I,
1237,64.0,1.0,No,1.0,C,
1238,64.0,1.0,No,9.0,I,
1239,64.0,1.0,No,2.0,A,
1240,64.0,1.0,No,3.0,A,
1241,64.0,1.0,No,4.0,A,
1242,64.0,2.0,No,4.0,I,
1243,64.0,2.0,No,2.0,A,
1244,64.0,2.0,No,3.0,I,
1245,64.0,2.0,No,1.0,A,
1246,64.0,2.0,No,5.0,J,
1247,64.0,5.0,No,2.0,A,
1248,64.0,5.0,No,3.0,J,
1249,64.0,5.0,No,1.0,C,
1250,64.0,5.0,No,4.0,J,
1251,64.0,7.0,No,5.0,J,
1252,64.0,7.0,No,2.0,A,
1253,64.0,7.0,No,1.0,A,
1254,64.0,7.0,No,4.0,A,
1255,64.0,7.0,No,3.0,A,
1256,64.0,8.0,No,1.0,A,
1257,65.0,1.0,No,1.0,A,
1258,65.0,1.0,No,2.0,A,
1259,65.0,6.0,No,2.0,C,
1260,65.0,6.0,No,1.0,C,
1261,66.0,1.0,No,2.0,C,
1262,66.0,1.0,No,1.0,A,
1263,66.0,2.0,No,1.0,C,
1264,66.0,2.0,No,2.0,G,
1265,66.0,3.0,No,1.0,B,
1266,66.0,4.0,No,1.0,A,
1267,66.0,7.0,No,1.0,E,
1268,67.0,1.0,No,2.0,I,
1269,67.0,1.0,No,1.0,D,
1270,67.0,2.0,No,3.0,D,
1271,67.0,2.0,No,4.0,J,
1272,67.0,2.0,No,1.0,D,
1273,67.0,2.0,No,2.0,D,
1274,67.0,7.0,No,2.0,D,
1275,67.0,7.0,No,4.0,I,
1276,67.0,7.0,No,8.0,J,
1277,67.0,7.0,No,5.0,J,
1278,67.0,7.0,No,3.0,D,
1279,67.0,7.0,No,7.0,J,
1280,67.0,7.0,No,1.0,D,
1281,67.0,7.0,No,6.0,J,
1282,67.0,8.0,No,4.0,J,
1283,67.0,8.0,No,3.0,H,B
1284,67.0,8.0,No,1.0,D,
1285,67.0,8.0,No,6.0,J,
1286,67.0,8.0,No,5.0,J,
1287,67.0,8.0,No,2.0,D,
1288,67.0,9.0,No,3.0,J,
1289,67.0,9.0,No,1.0,A,
1290,67.0,9.0,No,5.0,J,
1291,67.0,9.0,No,2.0,A,
1292,67.0,9.0,No,4.0,J,
1293,68.0,1.0,No,2.0,J,
1294,68.0,1.0,No,3.0,J,
1295,68.0,1.0,No,1.0,D,
1296,68.0,5.0,No,2.0,H,
1297,68.0,5.0,No,1.0,D,
1298,68.0,5.0,No,4.0,J,
1299,68.0,5.0,No,3.0,I,
1300,69.0,1.0,No,1.0,B,
1301,69.0,1.0,No,3.0,J,
1302,69.0,1.0,No,4.0,J,
1303,69.0,1.0,No,2.0,A,
1304,69.0,2.0,No,1.0,I,
1305,69.0,5.0,No,3.0,J,
1306,69.0,5.0,No,1.0,A,
1307,69.0,5.0,No,2.0,J,
1308,69.0,7.0,No,1.0,I,
1309,69.0,9.0,No,2.0,I,
1310,69.0,9.0,No,3.0,G,
1311,69.0,9.0,No,1.0,A,
1312,70.0,1.0,No,1.0,A,
1313,70.0,1.0,No,3.0,J,I
1314,70.0,1.0,No,2.0,A,
1315,70.0,1.0,No,4.0,J,I
1316,70.0,2.0,No,5.0,I,
1317,70.0,2.0,No,3.0,I,
1318,70.0,2.0,No,8.0,J,
1319,70.0,2.0,No,7.0,J,
1320,70.0,2.0,No,9.0,J,
1321,70.0,2.0,No,6.0,I,
1322,70.0,2.0,No,1.0,A,
1323,70.0,2.0,No,2.0,I,
1324,70.0,2.0,No,4.0,I,
1325,70.0,3.0,No,1.0,A,
1326,70.0,3.0,No,2.0,J,
1327,70.0,4.0,No,1.0,A,
1328,70.0,5.0,No,3.0,A,
1329,70.0,5.0,No,1.0,A,
1330,70.0,5.0,No,4.0,J,
1331,70.0,5.0,No,5.0,J,
1332,70.0,5.0,No,2.0,A,
1333,70.0,6.0,No,5.0,I,
1334,70.0,6.0,No,1.0,A,
1335,70.0,6.0,No,7.0,A,
1336,70.0,6.0,No,6.0,J,
1337,70.0,6.0,No,4.0,A,
1338,70.0,6.0,No,3.0,A,
1339,70.0,6.0,No,2.0,A,
1340,70.0,6.0,No,8.0,A,
1341,70.0,8.0,No,4.0,I,J
1342,70.0,8.0,No,3.0,I,J
1343,70.0,8.0,No,2.0,A,
1344,70.0,8.0,No,1.0,A,
1345,71.0,1.0,No,1.0,E,
1346,71.0,1.0,No,4.0,J,
1347,71.0,1.0,No,3.0,J,
1348,71.0,1.0,No,2.0,E,
1349,71.0,3.0,Yes,1.0,G,
1350,71.0,3.0,Yes,7.0,I,
1351,71.0,3.0,Yes,8.0,J,
1352,71.0,3.0,Yes,3.0,I,
1353,71.0,3.0,Yes,9.0,J,
1354,71.0,3.0,Yes,10.0,J,
1355,71.0,3.0,Yes,4.0,I,
1356,71.0,3.0,Yes,5.0,I,
1357,71.0,3.0,Yes,6.0,I,
1358,71.0,7.0,No,1.0,E,
1359,71.0,7.0,No,3.0,J,
1360,71.0,7.0,No,2.0,E,
1361,71.0,8.0,No,9.0,J,
1362,71.0,8.0,No,1.0,A,
1363,71.0,8.0,No,2.0,A,
1364,71.0,8.0,No,10.0,J,
1365,71.0,8.0,No,5.0,I,
1366,71.0,8.0,No,4.0,I,
1367,71.0,8.0,No,3.0,I,
1368,71.0,8.0,No,6.0,I,
1369,71.0,8.0,No,8.0,J,
1370,71.0,8.0,No,7.0,J,
1371,71.0,9.0,No,4.0,A,
1372,71.0,9.0,No,5.0,J,
1373,71.0,9.0,No,2.0,A,
1374,71.0,9.0,No,6.0,J,
1375,71.0,9.0,No,1.0,A,
1376,71.0,9.0,No,3.0,A,
1377,72.0,1.0,No,1.0,C,
1378,72.0,1.0,No,2.0,A,
1379,72.0,3.0,No,3.0,J,
1380,72.0,3.0,No,2.0,I,
1381,72.0,3.0,No,1.0,A,
1382,72.0,4.0,No,2.0,A,
1383,72.0,4.0,No,4.0,A,
1384,72.0,4.0,No,5.0,A,
1385,72.0,4.0,No,1.0,A,
1386,72.0,4.0,No,3.0,J,
1387,72.0,5.0,No,2.0,A,C
1388,72.0,5.0,No,1.0,A,C
1389,72.0,6.0,No,2.0,A,
1390,72.0,6.0,No,3.0,A,
1391,72.0,6.0,No,1.0,A,
1392,72.0,8.0,No,2.0,I,
1393,72.0,8.0,No,1.0,A,
1394,73.0,1.0,No,3.0,I,
1395,73.0,1.0,No,1.0,A,
1396,73.0,1.0,No,2.0,A,E
1397,73.0,3.0,No,1.0,C,
1398,73.0,4.0,No,1.0,D,
1399,73.0,5.0,No,2.0,J,
1400,73.0,5.0,No,1.0,C,
1401,73.0,6.0,No,4.0,J,
1402,73.0,6.0,No,3.0,I,
1403,73.0,6.0,No,2.0,I,
1404,73.0,6.0,No,1.0,G,
1405,74.0,1.0,No,5.0,I,
1406,74.0,1.0,No,6.0,J,
1407,74.0,1.0,No,3.0,I,
1408,74.0,1.0,No,2.0,C,
1409,74.0,1.0,No,1.0,C,
1410,74.0,1.0,No,4.0,I,
1411,74.0,2.0,No,4.0,J,
1412,74.0,2.0,No,1.0,C,
1413,74.0,2.0,No,2.0,C,
1414,74.0,2.0,No,3.0,J,
1415,74.0,3.0,No,2.0,C,
1416,74.0,3.0,No,4.0,J,
1417,74.0,3.0,No,3.0,I,
1418,74.0,3.0,No,1.0,A,
1419,74.0,4.0,No,1.0,G,
1420,74.0,4.0,No,2.0,I,
1421,74.0,4.0,No,3.0,I,
1422,74.0,5.0,No,2.0,J,
1423,74.0,5.0,No,1.0,A,
1424,74.0,6.0,No,4.0,I,
1425,74.0,6.0,No,1.0,X,
1426,74.0,6.0,No,5.0,I,
1427,74.0,6.0,No,2.0,I,
1428,74.0,6.0,No,3.0,I,
1429,74.0,7.0,No,1.0,X,
1430,74.0,7.0,No,2.0,I,
1431,74.0,8.0,No,1.0,C,
1432,74.0,8.0,No,2.0,I,
1433,74.0,8.0,No,5.0,J,
1434,74.0,8.0,No,3.0,I,
1435,74.0,8.0,No,4.0,I,
1436,74.0,9.0,No,6.0,I,
